id,name,type,sweet,body,fruits,jellies,flowers,snacks,trees,plants,spices,smokes,forests,animals,rocks,bads,soft,hard,Climate
46488,"Domaine Paul Misset, Nuits St Georges 1er Cru 'Aux Murgers' 1998",1,5,1,5,0,0,1,0,0,0,0,0,0,0,1,1,1,cfa
46489,"Domaine Paul Misset, Nuits St Georges 'Tribourg' 1999",1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,cfa
46490,"Domaine Paul Misset, Vosne Romanee 'Les Barreaux' 1999",1,5,1,1,0,2,0,0,1,1,0,0,1,0,0,0,1,cfa
46494,"Domaine de Montille, Volnay 1er Cru 'Les Champans' 2006",1,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,bwk
46495,"Domaine de Montille, Volnay 1er Cru 'Les Taillepieds' 2006",1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,bwk
46496,"Domaine de Montille, Pommard 1er Cru 'Les Pezerolles' 2006",1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,bwk
46497,"Domaine de Montille, Pommard 1er Cru Les Rugiens 2006",1,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,bwk
46498,"Domaine de Montille, Corton Les Pougets Grand Cru 2006",1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,bwk
46499,"Domaine de Montille, Vosne Romanee 1er Cru 'Les Malconsorts' 2006",1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bwk
46501,"Domaine de Montille, Vosne Romanee 1er Cru 'Les Malconsorts Christiane' 2006",1,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,bwk
46504,"Chateau de Puligny Montrachet, Clos du Chateau de Puligny Montrachet Bourgogne 2006",4,5,1,1,0,0,0,1,0,1,1,0,0,0,0,2,0,Cfa
46511,"Chateau de Puligny Montrachet, Monthelie Rouge 2006",1,5,1,2,0,0,0,0,2,0,0,0,0,1,0,0,0,bwk
46512,"Chateau de Puligny Montrachet, Pommard 2006",1,5,1,5,0,0,0,2,1,1,0,0,0,0,0,1,0,cfa
46513,"Chateau de Puligny Montrachet, Nuits St Georges 1er Cru 'Clos des Grandes Vignes' Monopole 2006",1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,bwk
46545,Les Hauts de Smith Blanc 2004,4,5,1,2,0,1,0,0,0,0,0,0,0,0,0,2,0,Cfa
46557,"Terra Andina, Reserva Pinot Noir 2008",1,5,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,cfb
46572,"Dominique Laurent, Bourgogne Cuvee MCMXXVI 2008",1,5,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,cfb
46577,Givry Premier Cru Clos du Cellier aux Moines 2010,1,5,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,cfb
46597,"Domaine Duroche, Bourgogne Pinot Noir 2008",1,5,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,bwk
46714,Premius Bordeaux White 2007,4,5,1,2,0,1,0,1,0,1,1,0,1,0,0,0,0,csc
46828,"Frescobaldi, Attems Cicinis 2006",4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,csc
46830,Cantaluna Sauvignon Blanc 2008,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,csc
46832,"Laboure Roi, Terroir Bourgogne Rouge 2007",1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,BSk
46852,"Brokenwood, Cricket Pitch Sauvignon Blanc Semillon 2008",4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,cfb
46860,Chateau De Cruzeau White 2009,4,5,1,1,0,2,0,0,1,1,0,0,1,0,0,0,1,cfb
46862,"Louis Latour, Aloxe Corton 2012",1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,csc
46863,Louis Latour Marsannay 2012,1,5,1,0,0,1,1,0,1,0,0,0,0,0,0,1,2,cfb
46889,"Monte Sur, Reserve Sauvignon Blanc 2009",4,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,csc
46895,"Leyda, Reserva Sauvignon Blanc 2008",4,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,csc
46897,"Leyda, Single Vineyard Pinot Noir 2008",1,5,1,4,0,0,0,0,0,3,0,0,0,0,0,2,2,cfb
46935,"Philippe Pacalet, Nuits St Georges 2007",1,5,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,csc
46936,"Philippe Pacalet, Pommard 2008",1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,csc
46937,"Philippe Pacalet, Chambolle Musigny 1er Cru 2007",1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,csc
46938,"Philippe Pacalet, Ruchottes Chambertin Grand Cru 2007",1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Csa
46961,"Greyrock, Sauvignon Blanc 2014",4,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Cfa
46975,"Domaine des Rouges Queues, Bourgogne Hautes Cotes de Beaune Red 2007",1,5,1,2,0,2,0,1,0,0,0,0,0,0,1,2,1,Cfa
46976,"Domaine des Rouges Queues, Santenay Red 2007",1,5,1,3,0,2,0,1,0,0,0,0,0,0,0,1,2,Cfa
46977,"Domaine des Rouges Queues, Maranges Red 2007",1,5,1,5,0,2,0,0,2,3,2,0,0,0,1,1,2,Cfa
47001,"Domaine Antonin Guyon, Corton Bressandes Grand Cru 2008",1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,Csc
47002,"Domaine Antonin Guyon, Corton 'Clos du Roy' Grand Cru 2006",1,5,1,3,0,0,0,2,1,0,0,0,0,0,0,0,1,Csc
47022,Blanc de Valandraud NO.2 2007,4,5,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,bwk
47025,"Domaine Fougeray de Beauclair, Marsannay 'Saint Jacques' 2006",1,5,1,3,0,0,0,0,0,2,1,0,0,0,0,0,1,Csc
47026,"Domaine Fougeray de Beauclair, Fixin 'Clos Marion' Monopole 2006",1,5,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,Csc
47027,"Domaine Fougeray de Beauclair, Bonnes Mares Grand Cru 2007",1,5,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,Csc
47028,"Domaine Berthaut, Fixin 'Les Clos' 2005",1,5,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,Csc
47029,"Domaine Berthaut, Fixin 1er Cru 'Les Arvelets' 2006",1,5,1,2,0,0,0,1,0,1,0,0,0,0,0,1,2,Csc
47030,"Domaine Berthaut, Gevrey Chambertin 'Clos des Chezeaux' 2006",1,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Csc
47031,"Domaine Berthaut, Gevrey Chambertin 1er Cru 'Les Cazetiers' 2006",1,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Csc
47042,"Domaine Taupenot Merme, Bourgogne Pinot Noir 2007",1,5,1,2,0,0,0,1,0,2,0,0,0,0,0,3,1,csc
47044,"Domaine Taupenot Merme, Gevrey Chambertin 1er Cru 'Bel Air' 2002",1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,csc
47045,"Domaine Taupenot Merme, Chambolle Musigny 1er Cru 'Combe d'Orveau ' 1998",1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,csc
47047,"Domaine Taupenot Merme, Charmes Chambertin Grand Cru 2002",1,5,1,2,0,0,0,1,1,0,1,0,0,0,0,0,0,csc
47048,"Domaine Taupenot Merme, Mazoyeres Chambertin Grand Cru 2002",1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,cfb
47049,"Domaine Jean Chauvenet, Nuits St Georges 2005",1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,csc
47050,"Domaine Jean Chauvenet, Nuits St Georges 1er Cru 'Les Damodes' 2006",1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,csc
47052,"Domaine Joseph Voillot, Volnay 'Vieilles Vignes' 2006",1,5,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,cfb
47053,"Domaine Joseph Voillot, Volnay 1er Cru 'Caillerets' 2006",1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,cfb
47054,"Domaine Joseph Voillot, Volnay 1er Cru 'Champans' 1983",1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,cfb
47055,"Domaine Joseph Voillot, Volnay 1er Cru 'Fremiets' 1981",1,5,1,5,0,0,0,1,0,0,0,0,0,2,0,1,0,cfb
47056,"Domaine Joseph Voillot, Pommard 'Vieilles Vignes' 2006",1,5,1,4,0,0,0,1,0,0,0,0,0,0,0,2,1,cfb
47059,"Domaine Michel Bouzereau, Meursault 1er Cru 'Les Charmes' 2006",1,5,1,1,0,0,0,0,0,1,0,0,0,0,0,2,2,cfb
47060,"Domaine Michel Bouzereau, Meursault 'Les Grands Charrons' 2006",1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,cfb
47096,Mirassou Pinot Noir 2008,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,cfb
47119,"Nicolas Potel, Charmes-Chambertin Grand Cru 2005",1,5,1,4,0,0,1,0,0,0,0,0,1,0,0,0,0,cfa
47120,"Nicolas Potel, Clos de Vougeot Grand Cru 2000",1,5,1,2,0,1,0,0,0,0,0,0,0,0,0,3,1,Cfb
47260,"Domaine Vincent Sauvestre, Ladoix Cote de Beaune 'Les Chaillots' 2008",1,5,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,Cfb
47272,"Leyda, Reserva Pinot Noir 2009",1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,Cfa
47296,"Mommessin, Beaujolais Grande Reserve Red 2007",1,5,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,Cfb
47303,"Peter Michael, L'Apres-Midi Sauvignon Blanc 2006",4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,csc
47395,"Vignerons de Buxy, Bourgogne Cote Chalonnaise Pinot Noir 2009",1,5,1,3,0,0,0,0,1,1,0,0,0,0,0,1,2,csc
47397,"Vignerons de Buxy, Givry 2008",1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,cfb
47500,"Lail Vineyards, Blueprint Sauvignon Blanc 2013",4,5,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,csc
47523,"Nick Faldo, Sauvignon Blanc 2008",4,5,1,2,0,0,0,0,0,2,0,0,0,0,0,0,1,csc
47524,Geyser Peak Sauvignon Blanc 2013,4,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,csc
47536,"Buena Vista, Carneros Pinot Noir 2006",1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,csc
47538,"Cono Sur, Pinot Noir 2010",1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,csc
47574,"Vina Maipo, Gran Devoion Sauvignon blanc 2009",4,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,Csa
47704,"Louis Jadot, Beaujolais Villages Primeur 2010",1,5,1,3,0,0,0,0,2,0,2,0,0,0,0,1,2,csa
47709,Rendez Beaujolais Nouveau 2010,1,5,1,2,0,0,0,0,0,3,1,0,0,0,0,0,1,csa
47742,"Lou Dumont, Pommard 1er cru Les Saussilles 2006",1,5,1,3,0,0,0,0,2,0,1,0,0,0,0,1,1,bsk
47751,Jean Jacques Confuron Chambolle Musigny 1er Cru 2011,1,5,1,4,0,0,0,1,0,0,0,0,1,0,0,1,1,Cfa
47767,Jayer Gilles Nuits Saint Georges Les Hauts Poirets 2012,1,5,1,4,0,0,0,0,0,1,1,0,0,0,0,1,1,Csc
47768,"Jayer Gilles, Echezeaux Grand Cru 2007",1,5,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,Csc
47769,"Jayer Gilles, Nuits Saint Georges 1er Cru Les Damodes 2007",1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Csc
47791,"Pommery, Cuvee Louise 1999",3,5,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,cfb
47797,"Lou Dumont, Chambolle Musigny 2007",1,5,1,2,0,0,0,1,0,0,0,0,0,0,0,1,1,Cfa
47799,Jean Jacques Confuron Nuits Saint Georges 1er Cru Les Chaboeufs 2007,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,Csc
47819,"Mark West, Pinot Noir 2009",1,5,1,5,0,0,0,1,0,0,0,0,0,2,0,1,0,cfb
47826,"Tandem, Auction Block Pinot Noir 2006",1,5,1,2,0,1,0,1,0,0,0,0,0,0,0,2,1,cfb
47827,"Ojai, Pinot Noir 2005",1,5,1,2,0,0,0,0,0,2,0,0,0,0,0,0,1,Cfa
47901,"Chateau de La Tour, Pierre Labet Beaune 1er Cru 2007",1,5,1,4,0,0,0,0,1,1,0,0,0,0,0,1,3,cfb
47911,"Chateau de La Tour, Pierre Labet Beaune Rouge 2007",1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,csa
47928,"Rodney Strong, Pinot Noir 2007",1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,csc
48011,"Jacopo Biondi Santi, Safiro 2008",4,5,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,cfb
48031,"Concha y Toro, Terrunyo Sauvignon Blanc 2011",4,5,1,3,0,0,0,0,1,2,0,0,0,0,0,0,1,cfb
48055,"Mac Murray Ranch, Pinot Noir 2009",1,5,1,3,0,0,0,1,0,3,1,0,0,0,0,0,0,csa
48075,"Miguel Torres, Santa Digna Sauvignon Blanc Reserve 2013",4,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,csc
48104,"Domaine d'Eugenie, Vosne-Romanee 2007",1,5,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,csc
48105,"Domaine d'Eugenie, Vosne-Romanee 1er Cru Aux Brulees 2007",1,5,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,cfb
48106,"Domaine d'Eugenie, Clos Vougeot Grand Cru 2007",1,5,1,2,0,2,0,0,1,1,0,0,0,0,0,0,0,cfb
48109,"Domaine A. et P. de Villaine, Mercurey Les Mondots 2011",1,5,1,2,0,0,0,0,1,0,0,0,0,0,0,1,1,cfb
48110,"Domaine A. et P. de Villaine, Bourgogne Cote Chalonnaise La Digoine 2008",1,5,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,cfb
48111,"Domane Anne Francois Gros, Vosne Romanee Clos de La Fontaine 2006",1,5,1,2,0,3,0,0,0,0,0,0,0,0,0,1,0,cfb
48112,"Domane Anne Francois Gros, Savigny Les Beaune 1er Cru Clos des Guettes 2006",1,5,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,cfb
48128,"Prieure Roch, clos de Beze 2004",1,5,1,5,0,0,0,0,1,1,1,0,0,0,0,1,2,csc
48130,"Prieure Roch, Clos de Vougeot 2003",1,5,1,1,0,0,0,0,0,0,1,0,0,0,0,2,2,csc
48133,"George Duboeuf, Fleurie 2006",1,5,1,3,0,0,0,0,1,0,1,0,0,0,0,1,0,csc
48134,"George Duboeuf, Moulin A Vent 2007",1,5,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,csc
48135,"George Duboeuf, Beaujolais Villages 2007",1,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,csc
48156,"The Four Graces, Pinot Noir 2006",1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,Csa
48158,"Prieure Roch, Nuits Saint Georges 1er Cru 2006",1,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Csc
48166,"The Four Graces, Pinot Noir Reserve 2006",1,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,csc
48187,"Cattier, Brut Saphier NV",3,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Cfa
48195,"Coudray Bizot, Vosne Romanee 1er Cru La Croix Rameau 2005",1,5,1,3,0,0,0,1,1,0,2,0,0,0,0,1,3,cfa
48196,"Coudray Bizot, Gevrey Chambertin 1er Cru Les Champeaux 2005",1,5,1,5,0,1,0,0,0,0,0,0,0,0,0,0,1,cfa
48197,"Coudray Bizot, Echezeaux Grand Cru 2000",1,5,1,2,0,2,0,1,1,0,0,0,0,0,0,1,1,cfa
48198,"Coudray Bizot, Nuits Saint Georges 2001",1,5,1,3,0,0,0,1,0,0,0,0,0,0,0,1,1,bwk
48241,"Louis Jadot, Beaujolais Villages 2003",1,5,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,csc
48263,"Penfolds, Cellar Reserve Pinot Noir 2005",1,5,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,Cfa
48320,"Lapostolle, Cuvee Alexandre Pinot Noir 2007",1,5,1,2,0,0,1,1,1,1,0,0,0,0,0,0,0,Cfa
48343,"Dourthe, Beau Mayne Sauvignon Blanc 2007",4,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,csc
48347,"Tisdale, Pinot Noir NV",1,5,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,Cfa
48357,"Jerome Galeyrand, Fixin 1er Cru Les Harvelet 2007",1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,csa
48367,"Kenwood, Pinot Noir 2008",1,5,1,2,0,0,0,0,0,1,1,0,0,0,0,1,0,csa
48387,"Nicolas Rossignol, Beaune 1er Cru Les Reversees 2002",1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,bwk
48388,"Nicolas Rossignol, Volnay  1er Cru Cailleret 2001",1,5,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,bwk
48407,"Raymond, Sauvignon Blanc Reserve 2008",4,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,cfb
48415,"Delicato, Challis Lane Sauvignon Blanc 2008",4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,bwk
48422,"Lupe Cholet, Corton Grand Cru 2004",1,5,1,4,0,0,0,1,0,0,1,2,0,0,0,0,0,cfb
48423,"Domaine Antonin Guyon, Corton Renardes Grand Cru 2005",1,5,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,cfb
48424,"Lupe Cholet, Grands Echezeaux Grand Cru 2005",1,5,1,1,0,0,0,1,0,0,0,1,0,0,0,2,1,cfb
48425,"Lupe Cholet, Chambertin Grand Cru 2004",1,5,1,1,0,1,0,1,0,0,0,2,0,1,0,1,0,cfb
48431,"Domaine des Vercheres, Bourgogne Rouge 2008",1,5,1,2,0,2,0,0,0,0,0,1,0,0,0,1,0,cfb
48479,"Domaine des Rouges Queues, Bourgogne Cuvee Envol 2007",1,5,1,2,0,2,0,2,0,1,0,0,0,0,0,2,3,bwk
48504,"Domaine Perdrix, Vosne Romanee 2012",1,5,1,1,0,2,0,1,1,1,1,0,0,0,0,1,2,csc
48524,"La Forge Estate, Pinot Noir 2008",1,5,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0,bwk
48538,"Domaines Paul Mas, Pinot Noir 2007",1,5,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,cfa
48545,Ambullneo Vineyards Bulldog Pinot No 2009,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,cfb
48548,"Domaine de Bellene, Bourgogne Vieilles Vignes 2008",1,5,1,3,0,0,0,0,0,1,0,1,1,0,0,0,0,BSk
48549,"Domaine de Bellene, Beaune Les Clos du Roi 1er Cru 2008",1,5,1,3,0,0,0,0,0,1,0,1,1,0,0,0,0,BSk
48550,"Domaine de Bellene, Savigny Les Beaune Vieilles Vignes 2008",1,5,1,3,0,0,0,0,0,1,0,1,1,0,0,0,0,BSk
48551,"Domaine de Bellene, Volnay 2008",1,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,Cfa
48553,"Kirrihill, Sauvignon Blanc 2010",4,5,1,3,0,0,0,1,0,1,0,0,0,0,0,1,0,Csc
48578,"Vina Maipo, Sauvignon Blanc 2008",1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,cfb
48641,"Barefoot, Pinot Noir NV",1,5,1,2,0,0,0,1,1,1,1,0,1,0,0,0,4,Cfa
48663,"Domaine Confuron Cotetidot, Bourgogne Pinot Noir 2011",1,5,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,cfb
48665,"Domaine Confuron Cotetidot, Pommard 2006",1,5,1,1,0,2,0,1,0,1,0,0,0,0,0,1,1,Cfa
48676,"Domaine Confuron Cotetidot, Mazis Chambertin Grand Cru 2004",1,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,cfa
48678,"Louis Max, Nuits Saint Georges Les Lievres 2004",1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,csc
48685,"Domaine Bruno Clair, Marsannay Rose 2006",2,5,1,3,0,0,0,0,0,1,1,0,0,0,0,1,0,Cfb
48688,"Philippe Augustin, Bourgogne Pinot Noir 2009",1,5,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,csc
48717,"Daniel Rion & Fils, Bourgogne Passetoutgrain 2007",1,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Csc
48725,Chateau de Fontaine Audon 2008,4,5,1,2,0,0,0,1,2,0,0,0,0,0,0,3,0,Cfb
48771,"Domaine Jean Jacques Girard, Savigny les Beaune 2006",1,5,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,cfb
48773,Domaine Truchetet Bourgogne Hautes Cotes de Nuits Pinot Noir 2007,1,5,1,5,0,0,0,0,1,1,0,0,0,0,0,2,2,cfb
48774,Domaine G. Roblot Marchand et Fils Vosne Romanee 2008,1,5,1,5,0,0,0,0,1,1,0,0,0,0,0,2,2,cfb
48776,"Domaine G. Roblot Marchand et Fils, Chambolle Musigny 2008",1,5,1,3,0,0,0,0,1,0,0,0,0,0,0,2,2,cfb
48797,Cuvee Vom Sand 2008,4,5,1,1,0,2,0,0,1,1,0,0,1,0,0,0,1,cfb
48802,"Hillinger, Small Hill Red 2007",1,5,1,5,0,0,0,1,0,0,0,0,0,0,0,1,1,cfb
48805,"Hillinger, Hill 2 2006",4,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,cfb
48877,"Arcane Cellars, Pinot Noir Reserve 2006",1,5,1,4,0,0,0,1,1,1,0,0,0,0,0,0,1,bwk
48906,"Loxarel, Mas Cargols Pinot Noir NA",1,5,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,cfb
48921,"Domaine Anne Gros, Richebourg 2004",1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,csc
48922,"Bernard Dugat Py, Charmes Chambertin Grand Cru 2006",1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,cfb
48930,"Bernard Dugat Py, Mazoyeres Chambertin Grand Cru 2006",1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cfa
48941,"Claude Dugat, Charmes Chambertin 2006",1,5,1,2,0,3,0,0,1,0,0,0,0,0,0,1,1,cfb
48948,"Comte Georges de Vogue, Bonnes Mares Grand Cru 2001",1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cfb
48949,"Comte Georges de Vogue, Chambolle Musigny 1er Cru 'Les Amoureuses' 1999",1,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,Cfb
48953,"Comtes Lafon, Volnay 1er Cru 'Santenots du Milieu' 2005",1,5,1,2,0,0,0,2,0,0,0,0,1,0,0,0,2,Cfa
48956,"Denis Mortet, Gevrey Chambertin 1er Cru 'Les Champeaux' 2005",1,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,3,Cfa
48958,"Gardin Perrotto, Givry 1er Cru 'Clos Salomon' 2007",1,5,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,Cfa
48962,Drouhin Laroze Gevrey Chambertin 2013,1,5,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,csc
48964,"Dujac, Bonnes Mares Grand Cru 2004",1,5,1,4,0,0,0,1,0,0,0,0,1,0,0,2,1,csc
48968,"Dujac, Gevrey Chambertin 1er Cru 'Aux Combottes' 2005",1,5,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0,Cfa
48971,"Dujac, Vosne Romanee 1er Cru 'Les Beaux Monts' 2007",1,5,1,2,0,0,0,1,0,1,0,0,0,0,0,1,1,Cfa
48975,"Bergstrom, Cumberland Reserve Pinot Noir 2006",1,5,1,4,0,0,0,1,0,1,0,0,0,0,0,2,1,cfa
48976,"Domaine Serene, Yamhill Cuvee Pinot Noir 2006",1,5,1,2,0,0,0,1,0,1,0,0,0,0,0,1,1,Csc
48977,"Bergstrom, Pinot Noir 2007",1,5,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,Csc
48978,"Cristom, Eileen Vineyard Pinot Noir 2005",1,5,1,2,0,0,0,0,1,0,1,0,1,0,0,0,0,Csc
48979,"A to Z, Oregon Pinot Noir 2006",1,5,1,2,0,3,0,1,0,0,0,0,1,0,0,1,0,Csc
48980,"Ana Vineyards, Pinot Noir Ana Reserve 2005",1,5,1,6,0,0,1,1,0,0,1,0,0,0,0,1,0,Csc
48983,"Argyle, Reserve Pinot Noir 2005",1,5,1,4,0,0,1,1,0,0,1,0,0,0,0,1,0,bwk
48985,"Bethel Heights, Casteel Reserve Pinot Noir 2005",1,5,1,5,0,0,1,1,0,3,0,0,0,0,0,1,1,bwk
48986,"Archery Summit, Pinot Noir Premier Cuvee 2005",1,5,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,cfa
48987,"Lucien Le Moine, Clos de Vougeot Grand Cru 2007",1,5,1,4,0,0,0,1,0,0,0,1,0,0,0,1,0,cfa
48988,"Cristom, Sommers Reserve Pinot Noir 2006",1,5,1,3,0,1,0,0,0,0,0,1,0,0,0,1,0,cfa
48989,"Domaine Ponsot, Chapelle Chambertin Grand Cru 2005",1,5,1,5,0,0,0,0,0,1,0,0,0,0,0,2,0,cfa
48993,"Cristom, Mt. Jefferson Pinot Noir 2007",1,5,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,csc
48995,"Domaine Serene, Evenstad Reserve Pinot Noir 2005",1,5,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,csc
48997,"Domaine Emmanuel Rouget, Vosne Romanee 1er Cru 'Les Beaumonts' 2006",1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,csc
48999,"Beaux Freres, Willamette Valley Pinot Noir 2005",1,5,1,4,0,0,0,0,1,0,0,0,0,0,0,1,0,Cfa
49000,"Lucien Le Moine, Clos de La Roche Grand Cru 2007",1,5,1,4,0,1,0,1,1,1,0,0,0,0,0,0,0,Cfa
49001,"Domaine Emmanuel Rouget, Echezeaux Grand Cru 2004",1,5,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,Cfa
49003,"Shea Wine Cellars, Homer Pinot Noir 2005",1,5,1,4,0,0,0,1,0,0,0,0,0,0,0,1,1,csc
49004,"Lucien Le Moine, Romanee St Vivant Grand Cru 2007",1,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,Csc
49005,"Domaine Robert Chevillon, Nuits Saint Georges 1er Cru 'Les Roncieres' 2007",1,5,1,3,0,2,0,2,0,2,1,1,0,0,0,2,2,Csc
49007,"Domaine des Lambrays, Morey-St-Denis 1er Cru ' Les Loups' 2005",1,5,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1,cfb
49008,"Stefano Lubiana, Pinot Noir 2006",1,5,1,4,0,0,0,1,0,1,0,0,0,0,0,1,2,cfb
49009,"Domaine Tortochot, Gevrey Chambertin 1er Cru 'Lavaut Saint Jacques' 2005",1,5,1,1,0,0,0,0,0,2,0,0,0,0,0,1,1,cfb
49013,"Domaine Marquis d'Angerville, Volnay 1er Cru 'Fremiet' 2005",1,5,1,6,0,0,0,0,1,0,1,0,0,0,0,3,1,cfa
